0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
1,b,-1d,13.16812855,644,,F,220,0,308.7247778,0,245.972058,y,2,92,0,M,3.948145828,a7,,57.56469608,0
1,a,-1d,2.67943834,6172,6.611851784,B,40,1,139.193163,0,250.5091852,n,2,93,0,M,3.036519946,a2,,41.57107441,0
5,a,6d,1.096165082,901,6.22386658,F,30,0,111.6388416,3,86.33782158,n,2,18,0,S,3.109170867,a2,C,16.8140163,0
10,a,-1d,11.7831141,112,6.893013947,A,250,0,321.5119748,0,77.53587647,n,3,62,0,D,4.217677943,a8,,3.382260842,0
1,b,364d,5.699828142,3867,7.868194107,I,110,1,240.1681315,2,52.0830126,n,2,159,0,M,4.811357228,a5,A,41.84540099,0
1,a,-1d,4.838406431,-759,5.464931707,J,110,1,241.8878337,0,0.519397311,n,2,191,0,M,2.58783141,a7,,32.75374659,0
1,a,-1d,4.964504642,-301,7.520718637,D,50,1,161.1412872,0,320.8358162,n,1,277,0,M,4.083415334,a5,,28.54079687,0
1,a,-1d,2.088559487,6538,8.684757789,E,90,0,220.6479242,0,219.6527778,n,1,394,0,M,5.582497357,a9,,52.23222002,1
1,unknown,-1d,8.000301233,698,6.173978639,I,140,1,265.0234014,0,445.4283702,n,1,,0,S,3.811777842,a5,,-3.1609263,0
2,a,-1d,10.49280984,995,8.02467427,E,270,0,329.6274291,0,863.9222098,n,2,131,0,M,5.327585968,a2,,39.45561405,1
5,a,-1d,8.03227063,1183,8.045499131,I,310,0,343.7467571,0,567.5380954,n,1,1721,0,M,4.811357228,a7,,65.49302828,1
1,a,-1d,2.877331677,1171,6.626018187,B,170,1,285.4191816,0,285.0589809,n,2,34,0,S,3.948145828,a11,,22.305257,0
1,b,-1d,-2.496504781,519,9.538322713,E,90,0,221.28738,0,43.22798187,n,1,488,0,D,6.274693975,a9,,24.62048202,0
1,a,355d,6.254221177,-449,,F,180,1,290.1757706,2,14.38304203,n,2,197,0,S,2.963326225,a5,A,9.767647867,0
1,a,-1d,6.697521412,2986,7.38220276,A,300,0,339.9563569,0,583.895656,n,0,124,0,D,4.680750939,a4,,16.59048807,0
1,unknown,-1d,-0.815376637,3680,7.089998122,J,160,0,278.2646115,0,272.5466724,n,1,,0,M,4.615185103,a6,,-6.267936542,0
14,a,-1d,7.096715832,6288,7.07461875,D,280,0,335.8503637,0,804.6107292,n,2,20,0,M,4.284457225,a8,,10.48950147,0
1,a,378d,9.596545837,726,7.774322457,F,240,1,319.4265053,9,571.4658433,n,2,699,0,S,4.417357621,a5,A,35.0743403,1
2,unknown,-1d,6.553225626,1917,7.179331827,F,140,1,266.1277296,0,422.8018699,n,2,200,0,M,4.284457225,,,29.29051694,0
1,a,-1d,8.140337494,175,5.926409235,A,170,1,284.4362222,0,110.498246,n,3,,0,S,2.740113617,a4,,41.03341485,0
1,a,-1d,5.338518358,147,5.592398392,J,250,1,323.0002943,0,113.0002435,y,3,1269,0,M,3.324177188,a7,,18.96915346,0
4,unknown,-1d,6.335034087,124,6.145168984,G,30,1,110.5901102,0,110.8898778,n,2,,0,S,2.963326225,a6,,17.22277151,0
4,unknown,-1d,6.231663018,3687,7.169526922,E,160,1,280.4071618,0,31.40408371,y,3,741,0,D,4.417357621,a6,,81.48533589,1
1,a,-1d,3.337019526,11115,6.409997072,B,300,0,341.8144653,0,224.3616108,n,0,328,0,S,3.743149788,a4,,16.38249799,1
2,unknown,-1d,2.885232562,2239,6.508439395,D,170,0,284.8842894,0,225.5659896,n,2,133,0,M,3.535312026,a6,,46.1239461,0
2,a,-1d,3.375199012,-723,6.374060426,D,250,1,322.6804568,0,360.788258,n,2,,0,M,2.963326225,a7,,9.73936508,0
4,a,92d,0.155436102,854,7.946935953,A,270,0,330.5116112,1,125.1916231,n,0,700,0,D,4.746139593,a8,A,40.54242383,1
1,unknown,-1d,1.000999735,-62,5.757035587,A,120,0,248.9577284,0,160.0853764,n,3,17,0,S,2.740113617,a8,,-4.123934741,0
1,a,347d,4.482040459,-106,6.789131339,F,150,1,270.4201612,3,113.2875097,n,2,495,0,D,3.743149788,a5,A,58.4037342,0
1,unknown,-1d,10.35442575,24,7.522626045,D,140,1,264.0275149,0,270.7017013,n,1,832,0,D,4.150667228,a5,,-4.865809135,1
1,unknown,-1d,0.760450956,17361,7.559253886,A,180,0,289.5412001,0,200.2200652,n,3,476,0,M,3.880105352,a6,,17.9752424,0
2,unknown,-1d,5.506439973,2589,8.010533407,A,190,1,294.3578623,0,282.9333355,n,3,134,0,D,4.941302535,a5,,60.17272149,0
5,unknown,-1d,10.00675975,0,6.264164628,D,280,1,333.293702,0,392.0777263,y,1,92,1,M,2.889554101,a5,,7.089592738,0
2,a,-1d,-1.723341369,551,6.179861536,D,80,1,207.7653032,0,120.4120146,n,2,,0,S,3.181311403,a5,,66.76308551,0
3,unknown,-1d,2.645340538,1594,5.920257375,G,60,0,181.6758974,0,94.0093897,n,2,250,0,D,3.324177188,a6,,28.17604268,0
1,a,147d,-0.224377125,1957,6.157583064,G,160,1,276.3363612,1,22.69440263,y,2,,0,D,3.535312026,a4,A,11.18639557,0
8,a,9d,5.527677164,0,6.43412411,A,60,1,181.4726842,2,199.8117438,n,3,13,0,S,3.535312026,a2,C,-13.02722435,0
2,unknown,-1d,3.296643442,520,5.699973007,D,230,1,313.5496898,0,266.1457986,n,2,,0,M,3.324177188,a5,,57.69827815,0
4,a,-1d,4.143240899,9304,7.104854226,H,80,0,210.0792531,0,221.6547628,n,1,362,0,M,3.811777842,a8,,36.0847238,0
2,a,181d,6.329407503,2152,6.140351845,B,300,0,340.3067507,2,71.81496748,n,2,,0,M,3.743149788,a3,A,60.68273873,0
13,a,-1d,6.672568236,6743,6.627909798,A,280,0,336.0551976,0,198.0354774,n,3,,0,M,3.394954396,a8,,13.44034987,0
1,a,-1d,3.836952573,29,5.720448286,D,310,1,345.7076718,0,591.864624,y,2,345,0,M,3.324177188,a7,,25.65818925,0
1,a,-1d,3.476678321,513,5.888562542,B,180,1,290.6702095,0,189.337592,n,2,,0,M,3.252971145,a7,,35.85611524,0
3,unknown,-1d,6.65946338,1493,6.322801255,A,160,0,278.3119956,0,609.0265864,n,3,140,0,M,3.948145828,a6,,33.15004262,0
1,unknown,-1d,3.312070446,2143,7.976769013,A,50,1,160.7015221,0,268.3636527,n,3,261,0,M,4.811357228,a5,,3.46693577,0
3,a,-1d,3.311706205,240,6.042084797,B,140,1,267.4540573,0,86.37785212,y,3,86,0,M,3.036519946,a7,,3.876180259,0
4,a,-1d,4.063439066,1109,6.153284632,J,290,1,338.3077053,0,412.129829,y,1,176,0,M,3.880105352,a7,,44.1244287,0
1,unknown,-1d,7.647153383,57,6.889063569,B,280,0,335.7804231,0,561.4049145,n,2,796,0,M,4.015911887,a5,,37.25702076,1
3,a,-1d,3.947227231,0,5.884292781,I,190,0,296.4238887,0,78.76562871,n,2,,0,M,3.036519946,a11,,29.77100646,0
2,a,-1d,3.632906403,0,8.292806845,B,110,0,239.9197021,0,117.3337995,n,2,,0,D,4.35101424,a8,,14.92196411,0
1,a,-1d,8.013163159,565,5.963588502,A,260,1,326.8233888,0,242.7656457,n,3,104,0,S,2.889554101,a10,,64.9282537,0
2,a,-1d,12.6920642,213,5.80520634,B,210,0,304.8727954,0,426.1442757,n,3,152,0,S,3.109170867,a8,,22.76173205,0
2,b,-1d,4.658547384,2302,8.656243406,E,100,0,231.8605261,0,429.2776116,n,2,,0,M,5.961518522,a11,,16.85361963,0
3,a,-1d,1.131968804,-16,5.087111033,B,180,1,289.2258944,0,22.00828837,n,2,251,0,S,2.740113617,a5,,12.73238871,0
1,a,264d,3.646802874,2204,7.297864449,E,,0,309.757172,1,280.8116843,n,2,261,0,D,4.615185103,a2,A,54.88113252,1
2,b,126d,8.11806736,3648,8.073903419,E,230,0,314.0990051,3,599.7643399,n,1,257,0,M,4.876409691,a10,B,28.02185245,1
6,a,-1d,2.104587706,0,5.360346354,D,110,1,240.913502,0,127.4194322,n,2,116,0,M,2.81516435,a5,,15.50484823,0
4,a,-1d,9.564883435,0,7.533599442,E,280,1,332.8969549,0,141.9943394,n,1,20,0,M,4.876409691,,,25.21915971,0
2,a,184d,7.771659482,622,6.068147574,A,220,0,311.2564166,1,194.1756176,n,3,181,0,M,3.535312026,a5,A,22.84244055,0
1,a,-1d,6.779592917,175,7.391587186,D,80,0,207.0630036,0,249.8961245,y,1,188,0,M,4.680750939,a7,,1.037029413,0
1,a,171d,1.261855038,892,6.555959342,G,200,1,301.2209805,1,86.76461094,n,2,34,0,D,3.535312026,a11,A,34.73674942,0
1,a,-1d,1.763119554,793,6.392092335,A,70,0,194.2680444,0,175.5429685,n,2,130,0,S,3.394954396,a10,,42.36107778,0
2,unknown,-1d,12.08669823,-85,5.919598183,A,120,1,250.4249616,,408.9745225,n,3,85,0,M,3.324177188,a6,,9.454917978,0
2,unknown,-1d,1.595426656,58,5.939109691,B,160,0,276.9411248,0,633.9321331,n,2,136,0,M,2.740113617,a5,,-16.33648982,0
1,a,306d,8.667100103,199,6.621847932,J,120,1,249.4901042,1,59.89278802,n,1,1203,0,S,3.465325644,a5,A,12.20901677,1
3,a,-1d,4.961114115,284,5.901636683,F,290,1,338.0752531,0,523.9049904,n,3,717,0,M,3.036519946,a4,,57.96647885,1
2,unknown,-1d,2.763955117,23,6.805211874,B,190,1,294.7618659,0,332.0546487,n,2,113,0,S,3.252971145,a6,,24.98569886,0
2,a,-1d,1.962655614,121,7.737321626,B,210,0,306.2872736,0,73.05190996,n,3,135,0,M,4.746139593,a8,,10.53808071,0
1,a,343d,5.398834829,-7,4.782732353,D,170,1,282.9227446,1,288.9398447,n,2,84,0,S,2.272801363,a4,C,18.69354079,0
2,a,-1d,7.252092598,254,5.696431063,D,200,1,302.2005257,0,147.9319922,n,1,149,0,M,2.740113617,a4,,15.68080642,0
1,unknown,-1d,5.377635465,328,6.786217673,G,60,0,180.3407033,0,413.7358508,n,2,189,0,M,4.150667228,,,-7.285079771,0
3,b,-1d,1.244229207,1038,6.25275872,B,140,1,264.884448,0,80.82542856,n,2,42,,M,3.324177188,a5,,5.919213952,0
1,b,181d,10.78308199,88,4.663229756,K,210,0,304.5159154,4,281.964503,n,2,621,0,S,2.108740152,a10,C,25.43151739,0
1,unknown,-1d,6.325669602,273,6.997267318,D,190,1,297.715182,0,260.0875743,n,2,1082,0,M,3.60493303,a6,,63.76266773,0
3,b,-1d,4.500523763,0,5.600254943,K,280,0,333.9683508,0,361.8186391,n,0,122,0,S,3.252971145,a1,,7.481451468,0
3,unknown,-1d,2.411250898,1602,6.402941402,A,30,1,110.4627968,0,194.9619521,n,3,215,0,S,3.465325644,a6,,39.34410423,0
11,a,-1d,11.51956138,-19,7.889528162,D,210,1,305.9036452,0,285.5253361,n,1,,0,D,4.284457225,a7,,65.25826613,0
4,a,-1d,4.472928539,63,6.235132285,A,280,0,334.9682833,0,646.5911929,n,2,76,0,S,2.58783141,a7,,11.30230602,0
3,a,-1d,2.455108388,1361,7.476876282,J,190,0,295.0933815,0,449.6752783,n,2,59,0,D,4.083415334,a8,,17.05253838,0
9,unknown,-1d,1.248514796,1483,6.407167514,G,200,0,301.4754747,0,486.8718634,n,2,32,0,M,3.394954396,a6,,41.68271815,0
1,a,97d,-0.65604872,409,5.92981321,H,80,0,207.5355794,4,268.1040064,n,2,165,0,M,3.109170867,a9,B,-2.362544845,1
1,unknown,-1d,6.030156373,6659,6.606496737,A,210,1,306.433606,0,266.266811,n,3,83,0,S,3.252971145,a5,,15.32312472,0
3,unknown,-1d,1.667298744,0,5.857310409,J,60,1,180.880481,0,345.3192603,n,2,59,0,M,3.465325644,a5,,-16.66841021,0
2,a,-1d,2.846914938,444,6.428024493,D,20,0,69.07568496,0,298.5495419,n,0,59,0,M,3.252971145,a6,,48.88459902,0
4,a,-1d,5.333778439,0,7.138973998,B,220,0,307.3835738,0,178.4635541,n,3,87,0,S,3.948145828,a8,,53.70446245,0
2,a,104d,1.301711191,2305,4.632130481,A,120,0,249.2933153,2,553.715376,n,3,222,0,S,2.510486569,a8,A,3.205772601,0
2,a,-1d,10.41309151,3546,7.080784793,G,310,1,346.8928959,0,545.3485651,y,2,268,0,M,4.615185103,a7,,35.7761446,0
2,a,-1d,5.548809855,395,6.611787612,A,160,1,278.6745976,0,440.9692867,n,3,316,0,S,3.181311403,a4,,51.25958691,0
1,a,-1d,0.089141027,0,6.431802317,H,180,1,289.5750331,0,420.2581846,y,3,185,0,S,3.252971145,a5,,40.05056107,0
1,unknown,-1d,10.83471055,1065,6.720335221,C,290,1,338.372739,0,280.0943856,y,3,553,0,M,3.674206704,a5,,2.197054884,0
4,a,-1d,10.35938274,559,5.394550635,A,180,1,289.9181614,0,549.3824806,n,3,6,0,D,2.81516435,a5,,38.97614304,0
17,unknown,-1d,9.074892632,157,5.879026299,D,230,1,315.2831705,0,87.83411141,n,1,20,0,M,3.181311403,a5,,11.4595034,0
1,a,169d,-0.844164371,2039,6.914853878,D,60,1,180.4321313,2,106.6818536,n,2,,0,M,4.217677943,a5,A,56.78896313,1
1,a,-1d,4.470046403,3086,5.55091708,B,200,1,299.2457135,0,598.2103953,n,3,150,0,S,2.889554101,a11,,34.71670955,0
3,unknown,-1d,3.089128418,-79,7.925825194,D,270,0,330.939773,0,500.4255178,y,1,293,0,M,4.615185103,a6,,84.5765613,0
2,a,-1d,6.256212728,312,7.602303107,D,140,1,265.7926088,0,553.2431574,n,2,20,0,M,4.015911887,a5,,26.84842169,0
8,unknown,-1d,4.158147607,359,7.322890713,D,80,0,209.0373745,0,98.73620266,y,2,238,0,M,4.483495508,a5,,48.54639472,0
5,a,-1d,8.583381823,588,6.162735119,A,180,1,288.8131045,0,318.5769357,n,2,11,0,M,3.109170867,a5,,32.66715438,0
1,a,103d,,1559,6.829712015,B,110,0,241.7208813,1,166.2547458,n,0,155,0,M,3.743149788,a8,B,41.18175512,0
2,a,260d,7.712440944,547,6.243451273,A,290,1,337.7858564,4,237.2890721,n,3,317,0,D,3.535312026,a1,A,16.87110815,0
1,,175d,6.053875718,108,5.298889587,K,210,0,304.007821,3,289.0803174,n,2,235,0,S,2.58783141,a10,B,-2.314022255,0
2,a,-1d,5.455160659,674,5.729468339,D,240,0,319.945101,0,588.3013928,n,2,736,0,S,2.510486569,a7,,48.65674822,0
2,a,-1d,-2.674576347,160,4.794332824,K,40,0,139.775088,0,175.6087333,n,2,109,0,S,2.432252128,a5,,17.25630323,0
2,a,-1d,1.726070635,12270,7.735524013,D,200,0,298.9110294,0,161.1521421,n,2,180,0,S,4.876409691,a11,,39.49490617,0
1,a,349d,-0.445935699,340,6.802088395,B,130,1,258.9087289,1,160.9878059,n,1,262,0,S,3.674206704,a5,A,32.88896632,0
1,unknown,-1d,6.512773875,527,5.373941338,B,90,1,220.5523826,0,327.3742747,n,2,118,0,S,2.664353814,a5,,15.50036465,0
2,unknown,-1d,-4.360908725,352,7.246063123,D,90,1,220.0651347,0,373.267174,n,1,188,0,M,4.217677943,a5,,33.13942739,0
2,a,164d,1.913061933,3289,6.243712694,D,200,0,300.9103763,2,257.7002188,n,1,340,0,M,3.465325644,a11,A,15.4329303,0
1,unknown,-1d,2.131579956,8730,5.542216932,B,60,1,181.5137668,0,6.808535985,n,3,,0,M,3.394954396,a5,,65.76505357,0
2,unknown,-1d,4.346451101,642,6.261997211,F,160,1,276.5457908,0,367.2781516,y,0,509,0,M,3.743149788,a5,,-3.010128056,0
7,a,-1d,8.681904641,0,7.535606434,E,280,0,334.6733534,0,145.3630212,n,2,,0,M,4.876409691,a8,,-0.313730997,0
2,a,-1d,2.396783493,1687,5.981648896,D,200,1,301.2492619,0,249.326741,n,2,121,0,M,2.740113617,a4,,-12.9118497,0
2,unknown,-1d,0.205244685,2480,6.61631287,C,110,1,237.2399072,0,290.1979797,n,2,394,0,M,3.674206704,a6,,1.976019812,0
3,unknown,-1d,3.338271357,2836,5.379848691,D,60,0,180.6319288,0,10.942775,n,2,,0,M,3.465325644,a6,,16.16450134,0
1,unknown,687d,7.898189209,960,,D,240,0,319.7625134,2,38.41367705,y,0,180,0,M,4.483495508,a6,C,42.71396351,0
1,a,-1d,0.591123715,1844,6.199418825,D,110,1,240.3047696,0,537.6504617,n,2,,0,M,3.60493303,a5,,7.591610769,0
2,a,-1d,15.93518921,830,6.38805439,H,310,0,343.308006,0,362.1720654,n,2,468,0,M,3.948145828,a7,,28.54944612,0
1,a,314d,6.391087384,639,5.569732503,B,160,1,279.760608,5,177.8592105,n,2,119,0,S,2.664353814,a4,B,33.41597331,0
2,a,168d,4.118538824,4493,7.352876067,F,80,0,208.1862737,3,292.2456014,n,2,,0,M,4.483495508,a5,A,15.53291204,0
3,unknown,-1d,6.851199437,132,5.36249638,F,230,0,315.3527322,0,369.057409,n,2,314,0,S,2.81516435,a5,,59.9591466,0
2,a,-1d,12.18427899,224,5.874878621,A,200,0,299.4224475,0,69.1600074,n,3,414,0,M,3.535312026,a8,,21.78493368,0
1,a,-1d,4.019799272,914,7.924269804,E,280,0,334.047233,0,568.7192212,n,2,192,0,D,4.876409691,a1,,25.69161078,0
1,unknown,-1d,4.301619981,737,6.129903155,D,120,1,249.9668598,0,163.407839,y,1,102,0,D,3.60493303,a5,,33.79230212,0
1,a,274d,1.480587675,1674,7.237600357,G,40,1,139.8936465,2,307.3931383,y,2,144,0,M,3.60493303,a2,C,17.50185159,0
10,unknown,-1d,2.517386417,92,5.931030312,H,170,1,284.9076743,0,20.14502798,n,2,,0,D,2.889554101,a6,,37.06947503,0
2,a,-1d,11.55532863,1310,5.167542278,A,180,1,291.4618604,0,546.4246419,n,2,,0,S,2.963326225,a5,,49.27443649,0
2,unknown,-1d,11.87028781,79,5.732589599,D,270,1,331.5821222,0,436.0614485,n,1,22,0,M,2.81516435,a5,,47.36033777,0
2,a,-1d,7.628406005,1093,6.722786093,A,130,1,258.7084296,0,263.5674075,y,3,,0,M,4.150667228,a10,,32.60704445,1
1,unknown,-1d,3.466777379,5836,7.76363426,A,180,0,288.5533426,0,190.3945398,n,2,192,0,M,4.615185103,a6,,-0.975666627,0
2,a,-1d,2.845056835,350,6.153189423,A,290,0,337.7792024,0,466.1472958,n,3,,0,M,2.889554101,a1,,34.43348376,0
2,a,345d,-0.540860887,440,5.794604555,B,60,1,182.4575278,2,175.6784137,n,2,445,0,S,3.181311403,a5,A,25.29084216,0
1,a,-1d,6.620835778,582,7.92469161,H,170,0,281.6230705,0,258.8062114,n,3,148,0,M,3.948145828,a11,,43.64961298,0
1,a,-1d,-0.338594753,461,5.764693118,G,200,0,301.1186043,0,400.1677977,n,3,145,0,S,2.963326225,a11,,46.80866395,0
1,a,-1d,0.432330643,598,8.165798666,E,80,0,206.801338,0,248.0413524,y,2,96,0,D,4.941302535,a7,,24.0859336,0
3,a,-1d,4.132626153,13546,7.865989253,A,170,0,285.1496281,0,16.37199478,n,3,452,0,M,4.941302535,a4,,42.61725233,1
3,unknown,-1d,1.504168125,308,5.964214915,A,70,1,196.4019018,0,149.5449932,n,3,96,0,M,3.394954396,a5,,42.34245634,0
2,unknown,-1d,2.038180394,23,7.112218959,D,120,1,249.3027436,0,450.2239552,n,2,388,0,M,3.880105352,a5,,25.25336229,0
2,a,-1d,3.613863347,425,6.758893873,I,30,0,111.4645418,0,40.42254526,n,3,289,0,M,3.181311403,a2,,42.23498806,0
2,a,-1d,-0.511877765,5798,8.020073281,D,60,1,179.6458914,0,356.9282139,n,1,58,0,M,4.941302535,a2,,13.50273775,0
1,a,-1d,4.849471956,195,6.334088373,F,290,1,337.9590255,0,619.2183565,n,3,,0,D,3.394954396,a1,,36.30621191,0
2,unknown,-1d,-2.797925794,-184,7.468049398,C,60,1,179.5883116,0,38.90346067,y,3,392,0,M,4.417357621,a5,,24.61941499,0
1,unknown,-1d,-0.901372283,442,6.710604306,G,80,1,208.4091053,0,171.3694095,n,2,,0,M,3.036519946,a5,,4.426330906,0
5,a,-1d,0.05330463,-100,6.887927866,A,150,1,272.9146071,0,611.5170367,n,3,87,0,M,3.743149788,a7,,16.43818555,0
5,a,-1d,8.182684653,1231,4.619928375,B,270,1,330.829279,0,249.2661727,n,2,,0,S,2.510486569,a2,,32.43113854,1
1,unknown,-1d,4.053909938,-403,5.895541351,F,280,1,334.8692867,0,334.0750781,n,2,217,0,D,3.109170867,a5,,12.50957704,0
1,unknown,-1d,3.703430939,8150,7.08492441,D,150,1,271.138092,0,621.9355439,n,2,347,0,M,3.60493303,a5,,30.15835206,0
2,unknown,-1d,-1.390225152,447,7.264808938,B,50,1,162.2731327,0,63.33695015,n,0,742,0,S,4.549435581,a5,,61.00703882,0
1,a,-1d,3.865160234,206,8.644681873,E,90,0,221.5061267,0,145.9996274,n,1,479,0,M,5.327585968,a2,,14.89655217,1
2,a,-1d,4.238447388,-196,6.688515868,D,80,1,209.9493468,0,61.22606879,n,2,127,0,M,3.535312026,a5,,7.424240448,0
2,a,-1d,5.064975918,2551,5.69238025,D,220,1,308.0195455,0,450.2809276,y,2,1408,0,D,3.181311403,a7,,33.66048523,0
1,a,-1d,2.009234195,201,7.727584063,I,110,0,240.2373714,0,56.99685734,n,2,140,0,D,4.150667228,a8,,60.79853331,1
1,a,179d,8.137164933,26,6.490525135,A,210,1,304.9060575,4,470.7111304,y,3,,0,S,3.535312026,a11,A,17.92102345,0
1,unknown,-1d,2.988356778,61,5.683948512,D,190,1,295.6735504,0,90.40144993,n,2,1012,0,M,2.664353814,a6,,15.78901417,1
1,a,-1d,3.348999069,-392,5.106361585,D,70,1,196.3002234,0,137.8899784,n,2,346,0,S,2.510486569,a5,,27.38514916,0
8,a,-1d,5.195559863,1163,7.439011308,J,300,0,341.6714065,0,219.3269388,n,1,470,0,M,4.941302535,a4,,41.01782236,1
3,a,-1d,-0.809384893,2783,4.808832979,I,210,0,306.1382061,0,499.689353,n,3,137,0,S,2.510486569,a7,,23.75262123,0
2,unknown,-1d,3.403302338,2144,6.620881237,B,130,1,255.8722537,0,204.3222834,n,2,188,0,S,3.252971145,a5,,6.161281521,0
5,b,-1d,7.322879925,0,7.52980911,F,200,0,300.0866214,0,146.9614172,n,2,,0,M,4.35101424,a11,,30.50716987,0
1,a,-1d,5.943742198,0,9.230717304,E,250,0,322.8286563,0,649.2201997,n,2,210,0,D,6.024336345,a9,,-2.016874339,1
2,a,-1d,3.784333637,81,6.569533081,B,190,0,294.9565818,0,229.5832508,n,2,671,0,M,3.109170867,a8,,38.0016153,0
3,a,335d,6.613318996,0,5.929900579,D,200,1,300.3724242,1,174.6773023,n,1,295,0,M,3.036519946,a4,C,22.73616546,0
1,a,-1d,4.951049696,729,7.383434088,C,180,0,289.3183974,0,344.7644225,n,3,475,0,M,4.746139593,a11,,46.15854936,0
1,unknown,-1d,8.570359514,474,6.327800848,B,270,1,330.8878338,0,39.32102351,n,2,59,0,M,3.324177188,a5,,33.94484654,0
1,a,79d,-1.226926559,261,5.750453544,F,40,0,138.7438941,19,381.2832241,n,3,66,0,S,2.81516435,a6,A,12.13062664,0
2,a,173d,6.156188967,484,6.556227722,H,130,1,257.3298611,6,53.41416791,n,2,180,0,D,3.811777842,a5,A,-7.100694873,0
3,a,-1d,1.496651891,7303,7.633144824,D,70,1,197.1177601,0,157.3776625,n,1,166,0,M,4.615185103,a8,,11.61437948,0
4,a,-1d,8.419259079,179,6.31732378,H,240,1,318.1814971,0,291.6795887,y,2,137,0,M,3.181311403,a7,,30.40274796,0
1,a,370d,7.40267186,414,4.621192004,G,180,1,289.9153365,1,222.8647406,n,2,493,0,S,2.432252128,a5,C,34.55834152,1
1,a,-1d,1.939950522,197,6.768177878,A,150,1,271.5914131,0,306.4930346,n,1,,0,M,3.535312026,a5,,35.01877478,0
4,a,-1d,7.862040714,570,8.061582304,D,200,0,300.1740302,0,393.5804844,n,1,158,0,M,4.483495508,a8,,24.88995222,0
8,a,-1d,4.86779361,147,7.625160118,D,190,0,296.5227891,0,509.3898879,n,1,158,0,M,4.150667228,a8,,15.21542113,0
3,unknown,-1d,6.051359975,137,8.390257975,B,300,1,340.6174802,0,532.3257821,n,2,84,0,D,4.417357621,a5,,15.43862346,0
1,a,-1d,5.957694434,2301,8.71841587,E,160,0,277.6997874,0,287.1751636,n,1,,0,M,5.3914959,a4,,-4.260595793,0
4,a,-1d,5.111107153,1070,6.835311512,D,180,0,289.5720011,0,266.5607609,n,2,,0,M,4.549435581,a11,,-12.86001979,0
1,a,-1d,8.069944698,805,5.195976201,A,280,0,334.8932986,0,179.2893264,n,3,70,0,M,2.81516435,a1,,21.03403297,0
1,a,-1d,0.810534754,4,6.19798501,D,150,0,271.9502548,0,112.9423578,n,2,692,0,S,2.889554101,a4,,14.19771761,0
1,unknown,-1d,4.838390346,431,6.067846454,F,200,1,301.8539795,0,37.08727185,y,2,1045,0,S,2.963326225,a5,,41.42547783,1
7,a,-1d,1.446467404,3831,6.330176661,A,70,1,194.8651882,0,219.7157118,n,3,243,0,M,3.674206704,a8,,17.12815137,0
,unknown,-1d,3.187696181,593,7.903394038,E,90,0,220.0905224,0,359.849365,y,1,204,0,D,4.811357228,a6,,33.30108937,0
7,a,-1d,8.306468139,1559,6.13930116,A,280,0,335.7502146,0,477.1013146,n,3,,0,M,3.674206704,a8,,43.45128081,0
1,a,91d,7.430367656,1129,8.74323298,E,250,0,321.6688289,1,113.9206213,n,2,,0,M,5.709258955,a11,B,19.91405259,1
2,a,80d,1.383693191,2152,8.017164862,A,40,0,138.6578681,3,313.3942146,n,3,520,0,D,4.483495508,a5,B,12.80567506,0
2,a,-1d,7.112724941,27,6.75545751,B,220,0,310.2232061,0,143.9861113,n,2,57,0,M,4.217677943,a8,,35.71394431,0
1,a,-1d,4.811041856,0,6.079742187,B,80,0,209.1973534,0,94.7377504,n,2,74,0,M,3.811777842,a7,,50.14936416,0
1,b,-1d,1.779123231,7387,7.979322958,A,170,0,285.9204566,0,4.636074782,n,3,85,0,M,4.811357228,a11,,27.51306366,0
1,a,-1d,5.93841464,0,6.798226329,F,80,1,208.7994086,0,76.42460443,n,2,38,0,S,3.948145828,a5,,45.45225987,0
3,a,299d,5.696453758,260,5.96534134,G,60,1,180.6124673,2,382.3220361,n,3,,0,M,3.324177188,a5,A,37.4852327,0
1,unknown,-1d,5.721656235,490,7.422536974,A,280,1,334.5087408,0,701.4483781,n,2,227,0,M,4.083415334,a5,,37.13044565,0
2,a,-1d,5.003876382,896,8.78608544,B,140,1,264.2797499,0,33.21885434,n,2,276,0,M,5.135074848,a8,,9.920479806,1
2,a,331d,8.39599003,614,6.298106726,D,160,1,278.2860195,1,65.17661088,n,2,,0,D,3.465325644,a4,A,19.1566061,0
4,a,101d,5.706730082,9634,6.079651064,A,210,0,306.6805426,5,275.6392471,n,3,402,0,S,2.889554101,a11,A,51.40710154,0
3,a,-1d,7.591438671,92,5.859107043,F,180,0,291.2630037,0,171.1075991,n,2,157,0,S,3.109170867,a7,,12.68193097,0
2,unknown,-1d,2.913697072,-37,7.591749559,E,40,0,138.9151913,0,240.5761287,n,1,191,0,M,4.217677943,a7,,5.766714708,0
1,unknown,-1d,7.379409534,150,8.073480762,B,270,1,329.6770017,0,183.2168825,y,2,285,0,M,4.615185103,a5,,5.528369278,0
1,unknown,-1d,3.233259602,1582,7.869744365,E,180,0,290.9522053,0,772.3690912,y,1,159,0,D,4.941302535,a6,,39.27569939,0
1,a,251d,0.526870404,4243,7.644387324,B,40,1,138.2612573,1,54.46480259,n,1,387,0,M,4.941302535,a2,A,24.88559093,0
5,unknown,-1d,4.830370246,29,7.840664469,E,200,0,300.0581028,0,133.5779699,n,1,135,0,M,4.284457225,a6,,42.11531917,0
